Description,,Summary Amt.
Beginning balance as of 01/01/2022,,"80801.62"
Total credits,,"382288.88"
Total debits,,"-441050.54"
Ending balance as of 12/31/2022,,"22039.96"

Date,Description,Amount,Running Bal.
01/06/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX11138948600XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX11138948600XT\NTE*INV*SW US 846 38 ZBYPFP680,txid\","730.53","77861.48"
01/06/2022,"ADYEN INC DES:TWBBBDIEHD ID:TX11138948801XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX11138948801XT**TX11138948801XT\R MR*IK*SW US 84638 ZBYPFP681,TX111389\","1.93","77863.41"
01/06/2022,"TAVERN SERVICE COMPANY 01/05 PURCHASE 818-349-0287 CA DEBIT CARD *3649","-33.00","77830.41"
01/06/2022,"SALADINOS INC DES:SALADINOS ID:S22999 INDN:SUBWAY-22999-NORTHRIDG CO ID:2942666781 PPD","-1692.53","76137.88"
01/07/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX11161261700XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX11161261700XT\NTE*INV*SW US 846 38 ZBYPFP682,txid\","719.59","76857.47"
01/07/2022,"DoorDash, Inc. DES:22999 ID:ST-N2M8J0X4R9H1 INDN:PORTER RANCH SUBWAY IN CO ID:4270465600 CCD","127.33","76984.80"
01/07/2022,"GRUBHUB INC DES:Jan Actvty ID:22010705UBbhSfh INDN:Porter Ranch Subway IN CO ID:1261328194 CCD","26.33","77011.13"
01/07/2022,"ADYEN INC DES:TWBBBFIIGI ID:TX11161262001XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX11161262001XT**TX11161262001XT\R MR*IK*SW US 84638 ZBYPFP683,TX111612\","9.84","77020.97"
01/07/2022,"THERESA GHEVON 01/07 PURCHASE ENCINO CA DEBIT CARD *3649","-30.48","76990.49"
01/07/2022,"DOCTORSASSOCINC DES:ROYALTIES ID:22999S INDN:Anet Kesisoglu CO ID:5160847134 CCD","-467.34","76523.15"
01/07/2022,"DOCTORSASSOCINC DES:HARDWARE ID:22999S INDN:Anet Kesisoglu CO ID:3160847134 CCD","-58.37","76464.78"
01/10/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX11283027600XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX11283027600XT\NTE*INV*SW US 846 38 ZBYPFP685,txid\","2185.94","78650.72"
01/10/2022,"SUBWAY CARD PROG DES:SBWYCRDPRG ID:22999-0 INDN:21061143 CO ID:1331124422 CCD","175.94","78826.66"
01/10/2022,"ADYEN INC DES:TWBBCIAJJC ID:TX11283027801XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX11283027801XT**TX11283027801XT\R MR*IK*SW US 84638 ZBYPFP684,TX112830\","40.98","78867.64"
01/10/2022,"RALPHS #0127 1 01/10 PURCHASE NORTHRIDGE CA DEBIT CARD *3649","-5.00","78862.64"
01/10/2022,"Check 3052","-1066.00","77796.64"
01/10/2022,"Check 10786","-346.21","77450.43"
01/10/2022,"SFAFT OPERATING DES:PREAUT PMT ID:22999S INDN:Anet Kesisoglu CO ID:9006352275 CCD","-261.65","77188.78"
01/11/2022,"Deposit","27804.16","104992.94"
01/11/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX11327743000XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX11327743000XT\NTE*INV*SW US 846 38 ZBYPFP687,txid\","682.83","105675.77"
01/11/2022,"Online Banking transfer from CHK 2088 Confirmation# 5392155299","270.00","105945.77"
01/11/2022,"UBER USA 6787 DES:EDI PAYMNT ID:QJ7Y491IXLHQ8XT INDN:anet kesisoglu CO ID:3320456349 CCD PMT INFO:REF*TN*QJ7Y491IXL*Store ID:22999-093286\","93.15","106038.92"
01/11/2022,"ADYEN INC DES:TWBBDCFEEA ID:TX11327743501XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX11327743501XT**TX11327743501XT\R MR*IK*SW US 84638 ZBYPFP686,TX113277\","21.39","106060.31"
01/11/2022,"Online Banking transfer to CHK 3682 Confirmation# 6492334545","-2300.00","103760.31"
01/12/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX11385584200XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX11385584200XT\NTE*INV*SW US 846 38 ZBYPFP689,txid\","871.31","104631.62"
01/12/2022,"ADYEN INC DES:TWBBDIFBAA ID:TX11385584301XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX11385584301XT**TX11385584301XT\R MR*IK*SW US 84638 ZBYPFP688,TX113855\","71.36","104702.98"
01/12/2022,"Online Banking transfer from CHK 2088 Confirmation# 6202311522","65.00","104767.98"
01/12/2022,"Online Banking transfer to CHK 3682 Confirmation# 7302307758","-1500.00","103267.98"
01/12/2022,"CA DEPT TAX FEE DES:CDTFA EPMT ID:10055824 INDN:PORTER RANCH SUBWAY IN CO ID:2822162215 CCD","-1166.00","102101.98"
01/12/2022,"HONDA PMT DES:8004451358 ID:2O97G6QTD8QKBFN INDN:ANET KESISOGLU CO ID:A953472715 PPD","-303.28","101798.70"
01/12/2022,"CA DEPT TAX FEE DES:CDTFA EPMT ID:9999623 INDN:PORTER RANCH SUBWAY IN CO ID:2822162215 CCD","-48.18","101750.52"
01/13/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX11426848200XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX11426848200XT\NTE*INV*SW US 846 38 ZBYPFP690,txid\","732.59","102483.11"
01/13/2022,"Check 3068","-450.00","102033.11"
01/13/2022,"SALADINOS INC DES:SALADINOS ID:S22999 INDN:SUBWAY-22999-NORTHRIDG CO ID:2942666781 PPD","-2052.30","99980.81"
01/13/2022,"AMTRUST NA DES:PAYMENT ID:33854378 INDN:PORTER RANCH SUBWAY A CO ID:9578755001 CCD","-246.00","99734.81"
01/14/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX11469513700XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX11469513700XT\NTE*INV*SW US 846 38 ZBYPFP691,txid\","778.66","100513.47"
01/14/2022,"DoorDash, Inc. DES:22999 ID:ST-E5I7Y4T4O1Q8 INDN:PORTER RANCH SUBWAY IN CO ID:4270465600 CCD","351.89","100865.36"
01/14/2022,"GRUBHUB INC DES:Jan Actvty ID:22011412UBbhSfh INDN:Porter Ranch Subway IN CO ID:1261328194 CCD","12.88","100878.24"
01/14/2022,"DOCTORSASSOCINC DES:ROYALTIES ID:22999S INDN:Anet Kesisoglu CO ID:5160847134 CCD","-610.72","100267.52"
01/18/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX11583237700XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX11583237700XT\NTE*INV*SW US 846 38 ZBYPFP693,txid\","2813.88","103081.40"
01/18/2022,"Online Banking transfer from CHK 2900 Confirmation# 2352369891","500.00","103581.40"
01/18/2022,"Online Banking transfer from CHK 3682 Confirmation# 1252380695","450.00","104031.40"
01/18/2022,"Online Banking transfer from CHK 2088 Confirmation# 1452372654","220.00","104251.40"
01/18/2022,"Online Banking transfer from CHK 2088 Confirmation# 1234714277","170.00","104421.40"
01/18/2022,"ADYEN INC DES:TWBBFIAHIF ID:TX11583237801XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX11583237801XT**TX11583237801XT\R MR*IK*SW US 84638 ZBYPFP692,TX115832\","108.85","104530.25"
01/18/2022,"SUBWAY CARD PROG DES:SBWYCRDPRG ID:22999-0 INDN:21084156 CO ID:1331124422 CCD","26.91","104557.16"
01/18/2022,"DOMENICOS ON THE LAKE 01/15 PURCHASE 949-4469205 CA DEBIT CARD *3649","-395.44","104161.72"
01/18/2022,"Check 3057","-445.00","103716.72"
01/18/2022,"Check 3060","-352.00","103364.72"
01/18/2022,"Check 3062","-100.00","103264.72"
01/18/2022,"Check 3063","-410.00","102854.72"
01/18/2022,"Check 3065","-105.75","102748.97"
01/18/2022,"Check 10793","-1240.83","101508.14"
01/18/2022,"PR07-PORTER RANC DES:Payroll ID:PR07 INDN:ABACUS-PAYROLL TAX CO ID:1262125540 CCD","-1180.16","100327.98"
01/18/2022,"PR07-PORTER RANC DES:Payroll ID:PR07 INDN:DIRECT DEPOSIT CO ID:1262125540 CCD","-1004.85","99323.13"
01/18/2022,"SFAFT OPERATING DES:PREAUT PMT ID:22999S INDN:Anet Kesisoglu CO ID:9006352275 CCD","-340.97","98982.16"
01/18/2022,"PR07-PORTER RANC DES:Payroll ID:PR07 INDN:BILLING CO ID:1262125540 CCD","-38.75","98943.41"
01/19/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX11636109900XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX11636109900XT\NTE*INV*SW US 846 38 ZBYPFP695,txid\","682.78","99626.19"
01/19/2022,"UBER USA 6787 DES:EDI PAYMNT ID:XHGCCI7LYFGIWXV INDN:anet kesisoglu CO ID:3320456349 CCD PMT INFO:REF*TN*XHGCCI7LYF*Store ID:22999-093286\","38.73","99664.92"
01/19/2022,"ADYEN INC DES:TWBBGDDEDE ID:TX11636110601XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX11636110601XT**TX11636110601XT\R MR*IK*SW US 84638 ZBYPFP694,TX116361\","26.88","99691.80"
01/19/2022,"ARCO42144001 01/19 PURCHASE NORTHRIDGE CA DEBIT CARD *3649","-35.94","99655.86"
01/19/2022,"RALPHS #0 1978 01/19 PURCHASE NORTHRIDGE CA DEBIT CARD *3649","-112.28","99543.58"
01/19/2022,"Check 10792","-771.27","98772.31"
01/20/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX11689929300XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX11689929300XT\NTE*INV*SW US 846 38 ZBYPFP697,txid\","1217.64","99989.95"
01/20/2022,"ADYEN INC DES:TWBBGIJEAA ID:TX11689929901XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX11689929901XT**TX11689929901XT\R MR*IK*SW US 84638 ZBYPFP696,TX116899\","42.02","100031.97"
01/20/2022,"Check 3070","-197.00","99834.97"
01/20/2022,"Check 3072","-128.00","99706.97"
01/20/2022,"Check 10791","-670.24","99036.73"
01/20/2022,"SALADINOS INC DES:SALADINOS ID:S22999 INDN:SUBWAY-22999-NORTHRIDG CO ID:2942666781 PPD","-1789.97","97246.76"
01/21/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX11727325400XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX11727325400XT\NTE*INV*SW US 846 38 ZBYPFP699,txid\","891.54","98138.30"
01/21/2022,"DoorDash, Inc. DES:22999 ID:ST-J0S0I5X7F8P5 INDN:PORTER RANCH SUBWAY IN CO ID:4270465600 CCD","199.80","98338.10"
01/21/2022,"Online Banking transfer from CHK 2088 Confirmation# 1580363943","150.00","98488.10"
01/21/2022,"ADYEN INC DES:TWBBHCGIAA ID:TX11727325501XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX11727325501XT**TX11727325501XT\R MR*IK*SW US 84638 ZBYPFP698,TX117273\","47.38","98535.48"
01/21/2022,"Check 3069","-48.10","98487.38"
01/21/2022,"DOCTORSASSOCINC DES:ROYALTIES ID:22999S INDN:Anet Kesisoglu CO ID:5160847134 CCD","-585.89","97901.49"
01/24/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX11828812000XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX11828812000XT\NTE*INV*SW US 846 38 ZBYPFP700,txid\","1751.87","99653.36"
01/24/2022,"SUBWAY CARD PROG DES:SBWYCRDPRG ID:22999-0 INDN:21107189 CO ID:1331124422 CCD","124.20","99777.56"
01/24/2022,"ADYEN INC DES:TWBBICICBE ID:TX11828812401XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX11828812401XT**TX11828812401XT\R MR*IK*SW US 84638 ZBYPFP701,TX118288\","97.61","99875.17"
01/24/2022,"RALPHS #0 1978 01/24 PURCHASE NORTHRIDGE CA DEBIT CARD *3649","-11.10","99864.07"
01/24/2022,"SFAFT OPERATING DES:PREAUT PMT ID:22999S INDN:Anet Kesisoglu CO ID:9006352275 CCD","-331.47","99532.60"
01/25/2022,"WIRE TYPE:BOOK IN DATE:220125 TIME:1158 ET TRN:2022012500359039 SNDR REF:19320-3538364 ORIG:BUYERQUEST REFUNDS ID:0006848 PMT DET:19320 3 538364 /ROC/19320-353836 /4","5035.73","104568.33"
01/25/2022,"Deposit","3372.00","107940.33"
01/25/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX11879548900XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX11879548900XT\NTE*INV*SW US 846 38 ZBYPFP702,txid\","882.87","108823.20"
01/25/2022,"Online Banking transfer from CHK 2088 Confirmation# 7413924565","200.00","109023.20"
01/25/2022,"UBER USA 6787 DES:EDI PAYMNT ID:FXS85W6X66CR0GH INDN:anet kesisoglu CO ID:3320456349 CCD PMT INFO:REF*TN*FXS85W6X66*Store ID:22999-093286\","9.09","109032.29"
01/25/2022,"ADYEN INC DES:TWBBIHHCEB ID:TX11879549201XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX11879549201XT**TX11879549201XT\R MR*IK*SW US 84638 ZBYPFP703,TX118795\","7.48","109039.77"
01/25/2022,"NEXGEN EXTERMINATING 01/24 PURCHASE 714-869-3107 CA DEBIT CARD *3649","-190.00","108849.77"
01/25/2022,"Check 10790","-441.71","108408.06"
01/25/2022,"SHAPELL PROP DES:RENTAL ID:346297878 INDN:Subway Real Estate Cor CO ID:18009586AB WEB","-5219.00","103189.06"
01/26/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX11934115000XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX11934115000XT\NTE*INV*SW US 846 38 ZBYPFP705,txid\","824.53","104013.59"
01/26/2022,"ADYEN INC DES:TWBBJDDFJC ID:TX11934115201XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX11934115201XT**TX11934115201XT\R MR*IK*SW US 84638 ZBYPFP704,TX119341\","23.87","104037.46"
01/27/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX11973673600XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX11973673600XT\NTE*INV*SW US 846 38 ZBYPFP706,txid\","992.94","105030.40"
01/27/2022,"Online Banking transfer from CHK 2088 Confirmation# 2131603853","125.00","105155.40"
01/27/2022,"ASAHI SUSHI 01/25 PURCHASE GRANADA HILLS CA DEBIT CARD *3649","-180.79","104974.61"
01/27/2022,"Online Banking transfer to CHK 3682 Confirmation# 2131812222","-1000.00","103974.61"
01/27/2022,"SHAPELL PROP DES:RENTAL ID:346376737 INDN:Subway Real Estate Cor CO ID:18009586AB WEB","-5252.00","98722.61"
01/27/2022,"SALADINOS INC DES:SALADINOS ID:S22999 INDN:SUBWAY-22999-NORTHRIDG CO ID:2942666781 PPD","-2350.73","96371.88"
01/28/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX12011249400XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX12011249400XT\NTE*INV*SW US 846 38 ZBYPFP707,txid\","869.79","97241.67"
01/28/2022,"DoorDash, Inc. DES:22999 ID:ST-B3V3T7X9C7K2 INDN:PORTER RANCH SUBWAY IN CO ID:4270465600 CCD","206.99","97448.66"
01/28/2022,"ADYEN INC DES:TWBCABAHBI ID:TX12011249701XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX12011249701XT**TX12011249701XT\R MR*IK*SW US 84638 ZBYPFP708,TX120112\","19.22","97467.88"
01/28/2022,"DOCTORSASSOCINC DES:ROYALTIES ID:22999S INDN:Anet Kesisoglu CO ID:5160847134 CCD","-660.91","96806.97"
01/31/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX12122876800XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX12122876800XT\NTE*INV*SW US 846 38 ZBYPFP709,txid\","2304.45","99111.42"
01/31/2022,"Online Banking transfer from CHK 2088 Confirmation# 5546490300","689.00","99800.42"
01/31/2022,"Online Banking transfer from CHK 2088 Confirmation# 6364362798","205.00","100005.42"
01/31/2022,"SUBWAY CARD PROG DES:SBWYCRDPRG ID:22999-0 INDN:21130228 CO ID:1331124422 CCD","134.44","100139.86"
01/31/2022,"ADYEN INC DES:TWBCBCBIJG ID:TX12122877601XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX12122877601XT**TX12122877601XT\R MR*IK*SW US 84638 ZBYPFP710,TX121228\","67.39","100207.25"
01/31/2022,"ARCO42451001 01/29 PURCHASE CHATSWORTH CA DEBIT CARD *3649","-40.98","100166.27"
01/31/2022,"RALPHS #0127 1 01/31 PURCHASE NORTHRIDGE CA DEBIT CARD *3649","-11.49","100154.78"
01/31/2022,"Check 3029","-70.00","100084.78"
01/31/2022,"Check 3066","-42.10","100042.68"
01/31/2022,"Check 10780","-284.65","99758.03"
01/31/2022,"Check 10785","-97.38","99660.65"
01/31/2022,"PR07-PORTER RANC DES:Payroll ID:PR07 INDN:ABACUS-PAYROLL TAX CO ID:1262125540 CCD","-1112.95","98547.70"
01/31/2022,"PR07-PORTER RANC DES:Payroll ID:PR07 INDN:DIRECT DEPOSIT CO ID:1262125540 CCD","-1004.83","97542.87"
01/31/2022,"SFAFT OPERATING DES:PREAUT PMT ID:22999S INDN:Anet Kesisoglu CO ID:9006352275 CCD","-369.49","97173.38"
01/31/2022,"PR07-PORTER RANC DES:Payroll ID:PR07 INDN:BILLING CO ID:1262125540 CCD","-40.00","97133.38"
02/01/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX12168402600XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX12168402600XT\NTE*INV*SW US 846 38 ZBYPFP711,txid\","906.84","98040.22"
02/01/2022,"Online Banking transfer from CHK 2900 Confirmation# 7273376257","509.00","98549.22"
02/01/2022,"RALPHS #0 1978 02/01 PURCHASE NORTHRIDGE CA DEBIT CARD *3649","-38.55","98510.67"
02/01/2022,"DTT, INC DES:SERVICES ID:2661313 INDN:ANET KESISOGLY CO ID:5330903620 CCD","-121.19","98389.48"
02/02/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX12229131200XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX12229131200XT\NTE*INV*SW US 846 38 ZBYPFP713,txid\","837.05","99226.53"
02/02/2022,"Online Banking transfer to CHK 3682 Confirmation# 6283885479","-1000.00","98226.53"
02/02/2022,"RALPHS #0127 1 02/02 PURCHASE NORTHRIDGE CA DEBIT CARD *3649","-11.49","98215.04"
02/02/2022,"RALPHS #0127 1 02/02 PURCHASE NORTHRIDGE CA DEBIT CARD *3649","-7.08","98207.96"
02/02/2022,"Check 10796","-474.52","97733.44"
02/02/2022,"Check 10798","-1062.25","96671.19"
02/03/2022,"Deposit","1970.00","98641.19"
02/03/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX12269758000XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX12269758000XT\NTE*INV*SW US 846 38 ZBYPFP714,txid\","464.40","99105.59"
02/03/2022,"Online Banking transfer from CHK 2088 Confirmation# 2491856555","70.00","99175.59"
02/03/2022,"Online Banking transfer from CHK 3682 Confirmation# 3191860567","5.00","99180.59"
02/03/2022,"BKOFAMERICA ATM 02/03 #000007572 WITHDRWL NORTHRIDGE FASHION NORTHRIDGE CA CKCD 4815880027363649","-1000.00","98180.59"
02/03/2022,"Check 10797","-929.11","97251.48"
02/03/2022,"SALADINOS INC DES:SALADINOS ID:S22999 INDN:SUBWAY-22999-NORTHRIDG CO ID:2942666781 PPD","-2228.85","95022.63"
02/03/2022,"CA DEPT TAX FEE DES:CDTFA EPMT ID:10470020 INDN:PORTER RANCH SUBWAY IN CO ID:2822162215 CCD","-1247.54","93775.09"
02/04/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX12312928000XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX12312928000XT\NTE*INV*SW US 846 38 ZBYPFP716,txid\","817.12","94592.21"
02/04/2022,"DoorDash, Inc. DES:22999 ID:ST-T2W5Y7H3J9Y3 INDN:PORTER RANCH SUBWAY IN CO ID:4270465600 CCD","349.64","94941.85"
02/04/2022,"GRUBHUB INC DES:Jan Actvty ID:22020401UBbhSfh INDN:Porter Ranch Subway IN CO ID:1261328194 CCD","18.55","94960.40"
02/04/2022,"Check 10795","-498.38","94462.02"
02/04/2022,"DOCTORSASSOCINC DES:ROYALTIES ID:22999S INDN:Anet Kesisoglu CO ID:5160847134 CCD","-716.53","93745.49"
02/04/2022,"DOCTORSASSOCINC DES:HARDWARE ID:22999S INDN:Anet Kesisoglu CO ID:3160847134 CCD","-58.37","93687.12"
02/07/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX12414624900XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX12414624900XT\NTE*INV*SW US 846 38 ZBYPFP717,txid\","2144.84","95831.96"
02/07/2022,"SUBWAY CARD PROG DES:SBWYCRDPRG ID:22999-0 INDN:21153219 CO ID:1331124422 CCD","61.81","95893.77"
02/07/2022,"ADYEN INC DES:TWBCEBEADI ID:TX12414625001XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX12414625001XT**TX12414625001XT\R MR*IK*SW US 84638 ZBYPFP718,TX124146\","42.55","95936.32"
02/07/2022,"SFAFT OPERATING DES:PREAUT PMT ID:22999S INDN:Anet Kesisoglu CO ID:9006352275 CCD","-401.08","95535.24"
02/07/2022,"CNA ACH DES:PREM-PYMT ID:3015379277 INDN:PORTER RANCH SUBWAY, I CO ID:9896553001 CCD","-231.50","95303.74"
02/08/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX12465090000XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX12465090000XT\NTE*INV*SW US 846 38 ZBYPFP719,\","772.30","96076.04"
02/08/2022,"UBER USA 6787 DES:EDI PAYMNT ID:RI1VFJTC7I0D99S INDN:anet kesisoglu CO ID:3320456349 CCD PMT INFO:REF*TN*RI1VFJTC7I*Store ID:22999-093286\","23.39","96099.43"
02/08/2022,"BKOFAMERICA ATM 02/08 #000005472 WITHDRWL PORTER RANCH NORTHRIDGE CA CKCD 4815880027363649","-1000.00","95099.43"
02/09/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX12522275600XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX12522275600XT\NTE*INV*SW US 846 38 ZBYPFP721,\","770.65","95870.08"
02/09/2022,"ADYEN INC DES:TWBCFCCAAE ID:TX12522275701XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX12522275701XT**TX12522275701XT\R MR*IK*SW US 84638 ZBYPFP720,TX125222\","31.40","95901.48"
